"Notes"	"State"	"State Code"	"Drug/Alcohol Induced"	"Drug/Alcohol Induced Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"California"	"06"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	7073	52951622	13.4
	"California"	"06"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	11232	51474566	21.8
	"California"	"06"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	14146	48038407	29.4
	"California"	"06"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	13927	41761099	33.3
	"California"	"06"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	11316	33761727	33.5
	"California"	"06"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	7984	26496878	30.1
	"California"	"06"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	5166	20587160	25.1
	"California"	"06"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	3318	16172070	20.5
	"California"	"06"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	1882	11896531	15.8
	"California"	"06"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	810	Not Applicable	Not Applicable
	"California"	"06"	"Alcohol-induced causes"	"A"	"90-94 years"	"90-94"	244	Not Applicable	Not Applicable
	"California"	"06"	"Alcohol-induced causes"	"A"	"95-99 years"	"95-99"	46	Not Applicable	Not Applicable
	"California"	"06"	"Alcohol-induced causes"	"A"	"Not Stated"	"NS"	29	Not Applicable	Not Applicable
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	50800	10129433	501.5
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	9251	40201157	23.0
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"5-9 years"	"5-9"	5660	50679686	11.2
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	7124	52390982	13.6
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	23857	52771591	45.2
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	36392	53939163	67.5
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"25-29 years"	"25-29"	35452	55009532	64.4
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"30-34 years"	"30-34"	39020	53746405	72.6
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"35-39 years"	"35-39"	52006	53321218	97.5
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"40-44 years"	"40-44"	77146	52951622	145.7
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"45-49 years"	"45-49"	120162	51474566	233.4
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"50-54 years"	"50-54"	177000	48038407	368.5
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"55-59 years"	"55-59"	238359	41761099	570.8
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"60-64 years "	"60-64"	295050	33761727	873.9
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"65-69 years"	"65-69"	349725	26496878	1319.9
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"70-74 years"	"70-74"	429892	20587160	2088.2
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"75-79 years"	"75-79"	552113	16172070	3414.0
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"80-84 years"	"80-84"	681449	11896531	5728.1
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"85-89 years"	"85-89"	709782	Not Applicable	Not Applicable
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"90-94 years"	"90-94"	523180	Not Applicable	Not Applicable
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"95-99 years"	"95-99"	216522	Not Applicable	Not Applicable
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"100+ years"	"100+"	47088	Not Applicable	Not Applicable
	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	"Not Stated"	"NS"	840	Not Applicable	Not Applicable
	"Colorado"	"08"	"Drug-induced causes"	"D"	"1-4 years"	"1-4"	13	5270537	Unreliable
	"Colorado"	"08"	"Drug-induced causes"	"D"	"10-14 years"	"10-14"	27	6695007	0.4
	"Colorado"	"08"	"Drug-induced causes"	"D"	"15-19 years"	"15-19"	275	6713683	4.1
	"Colorado"	"08"	"Drug-induced causes"	"D"	"20-24 years"	"20-24"	917	7013128	13.1
	"Colorado"	"08"	"Drug-induced causes"	"D"	"25-29 years"	"25-29"	1375	7370156	18.7
	"Colorado"	"08"	"Drug-induced causes"	"D"	"30-34 years"	"30-34"	1520	7333490	20.7
	"Colorado"	"08"	"Drug-induced causes"	"D"	"35-39 years"	"35-39"	1647	7214395	22.8
	"Colorado"	"08"	"Drug-induced causes"	"D"	"40-44 years"	"40-44"	1845	7234166	25.5
	"Colorado"	"08"	"Drug-induced causes"	"D"	"45-49 years"	"45-49"	2080	7172296	29.0
	"Colorado"	"08"	"Drug-induced causes"	"D"	"50-54 years"	"50-54"	1769	6828428	25.9
	"Colorado"	"08"	"Drug-induced causes"	"D"	"55-59 years"	"55-59"	1353	6020646	22.5
	"Colorado"	"08"	"Drug-induced causes"	"D"	"60-64 years "	"60-64"	681	4852393	14.0
	"Colorado"	"08"	"Drug-induced causes"	"D"	"65-69 years"	"65-69"	371	3701337	10.0
	"Colorado"	"08"	"Drug-induced causes"	"D"	"70-74 years"	"70-74"	202	2707656	7.5
	"Colorado"	"08"	"Drug-induced causes"	"D"	"75-79 years"	"75-79"	113	1995200	5.7
	"Colorado"	"08"	"Drug-induced causes"	"D"	"80-84 years"	"80-84"	107	1418274	7.5
	"Colorado"	"08"	"Drug-induced causes"	"D"	"85-89 years"	"85-89"	70	Not Applicable	Not Applicable
	"Colorado"	"08"	"Drug-induced causes"	"D"	"90-94 years"	"90-94"	34	Not Applicable	Not Applicable
	"Colorado"	"08"	"Alcohol-induced causes"	"A"	"15-19 years"	"15-19"	21	6713683	0.3
	"Colorado"	"08"	"Alcohol-induced causes"	"A"	"20-24 years"	"20-24"	71	7013128	1.0
	"Colorado"	"08"	"Alcohol-induced causes"	"A"	"25-29 years"	"25-29"	244	7370156	3.3
	"Colorado"	"08"	"Alcohol-induced causes"	"A"	"30-34 years"	"30-34"	509	7333490	6.9
	"Colorado"	"08"	"Alcohol-induced causes"	"A"	"35-39 years"	"35-39"	801	7214395	11.1
	"Colorado"	"08"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	1338	7234166	18.5
	"Colorado"	"08"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	2096	7172296	29.2
	"Colorado"	"08"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	2342	6828428	34.3
	"Colorado"	"08"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	2221	6020646	36.9
	"Colorado"	"08"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	1701	4852393	35.1
	"Colorado"	"08"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	1052	3701337	28.4
	"Colorado"	"08"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	552	2707656	20.4
	"Colorado"	"08"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	331	1995200	16.6
	"Colorado"	"08"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	209	1418274	14.7
	"Colorado"	"08"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	83	Not Applicable	Not Applicable
	"Colorado"	"08"	"Alcohol-induced causes"	"A"	"90-94 years"	"90-94"	21	Not Applicable	Not Applicable
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	7530	1323557	568.9
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	1366	5270537	25.9
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"5-9 years"	"5-9"	789	6620984	11.9
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	1120	6695007	16.7
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	3567	6713683	53.1
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	5169	7013128	73.7
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"25-29 years"	"25-29"	5255	7370156	71.3
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"30-34 years"	"30-34"	5740	7333490	78.3
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"35-39 years"	"35-39"	7335	7214395	101.7
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"40-44 years"	"40-44"	10831	7234166	149.7
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"45-49 years"	"45-49"	16099	7172296	224.5
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"50-54 years"	"50-54"	23603	6828428	345.7
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"55-59 years"	"55-59"	31866	6020646	529.3
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"60-64 years "	"60-64"	39930	4852393	822.9
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"65-69 years"	"65-69"	46685	3701337	1261.3
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"70-74 years"	"70-74"	56264	2707656	2078.0
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"75-79 years"	"75-79"	71024	1995200	3559.7
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"80-84 years"	"80-84"	86353	1418274	6088.6
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"85-89 years"	"85-89"	90980	Not Applicable	Not Applicable
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"90-94 years"	"90-94"	66459	Not Applicable	Not Applicable
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"95-99 years"	"95-99"	26589	Not Applicable	Not Applicable
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"100+ years"	"100+"	5281	Not Applicable	Not Applicable
	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	"Not Stated"	"NS"	30	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Drug-induced causes"	"D"	"15-19 years"	"15-19"	173	4880708	3.5
	"Connecticut"	"09"	"Drug-induced causes"	"D"	"20-24 years"	"20-24"	768	4400047	17.5
	"Connecticut"	"09"	"Drug-induced causes"	"D"	"25-29 years"	"25-29"	1063	4162692	25.5
	"Connecticut"	"09"	"Drug-induced causes"	"D"	"30-34 years"	"30-34"	1137	4440264	25.6
	"Connecticut"	"09"	"Drug-induced causes"	"D"	"35-39 years"	"35-39"	1369	4825954	28.4
	"Connecticut"	"09"	"Drug-induced causes"	"D"	"40-44 years"	"40-44"	1473	5245666	28.1
	"Connecticut"	"09"	"Drug-induced causes"	"D"	"45-49 years"	"45-49"	1528	5428019	28.2
	"Connecticut"	"09"	"Drug-induced causes"	"D"	"50-54 years"	"50-54"	1283	5244605	24.5
	"Connecticut"	"09"	"Drug-induced causes"	"D"	"55-59 years"	"55-59"	845	4648479	18.2
	"Connecticut"	"09"	"Drug-induced causes"	"D"	"60-64 years "	"60-64"	440	3745703	11.7
	"Connecticut"	"09"	"Drug-induced causes"	"D"	"65-69 years"	"65-69"	192	2923712	6.6
	"Connecticut"	"09"	"Drug-induced causes"	"D"	"70-74 years"	"70-74"	93	2332527	4.0
	"Connecticut"	"09"	"Drug-induced causes"	"D"	"75-79 years"	"75-79"	68	1905722	3.6
	"Connecticut"	"09"	"Drug-induced causes"	"D"	"80-84 years"	"80-84"	68	1509079	4.5
	"Connecticut"	"09"	"Drug-induced causes"	"D"	"85-89 years"	"85-89"	53	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Drug-induced causes"	"D"	"90-94 years"	"90-94"	34	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	"20-24 years"	"20-24"	26	4400047	0.6
	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	"25-29 years"	"25-29"	58	4162692	1.4
	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	"30-34 years"	"30-34"	117	4440264	2.6
	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	"35-39 years"	"35-39"	236	4825954	4.9
	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	417	5245666	7.9
	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	672	5428019	12.4
	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	818	5244605	15.6
	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	808	4648479	17.4
	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	563	3745703	15.0
	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	378	2923712	12.9
	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	259	2332527	11.1
	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	141	1905722	7.4
	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	91	1509079	6.0
	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	39	Not Applicable	Not Applicable
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	4375	782720	558.9
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	566	3281729	17.2
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"5-9 years"	"5-9"	442	4447842	9.9
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	518	4779287	10.8
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	1671	4880708	34.2
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	2699	4400047	61.3
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"25-29 years"	"25-29"	2635	4162692	63.3
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"30-34 years"	"30-34"	3050	4440264	68.7
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"35-39 years"	"35-39"	4577	4825954	94.8
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"40-44 years"	"40-44"	7443	5245666	141.9
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"45-49 years"	"45-49"	12218	5428019	225.1
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"50-54 years"	"50-54"	18308	5244605	349.1
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"55-59 years"	"55-59"	24921	4648479	536.1
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"60-64 years "	"60-64"	31275	3745703	835.0
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"65-69 years"	"65-69"	37924	2923712	1297.1
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"70-74 years"	"70-74"	49424	2332527	2118.9
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"75-79 years"	"75-79"	66687	1905722	3499.3
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"80-84 years"	"80-84"	88793	1509079	5883.9
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"85-89 years"	"85-89"	100256	Not Applicable	Not Applicable
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"90-94 years"	"90-94"	78540	Not Applicable	Not Applicable
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"95-99 years"	"95-99"	34524	Not Applicable	Not Applicable
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"100+ years"	"100+"	7711	Not Applicable	Not Applicable
	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	"Not Stated"	"NS"	39	Not Applicable	Not Applicable
	"Delaware"	"10"	"Drug-induced causes"	"D"	"15-19 years"	"15-19"	54	1211200	4.5
	"Delaware"	"10"	"Drug-induced causes"	"D"	"20-24 years"	"20-24"	205	1193508	17.2
	"Delaware"	"10"	"Drug-induced causes"	"D"	"25-29 years"	"25-29"	392	1162851	33.7
	"Delaware"	"10"	"Drug-induced causes"	"D"	"30-34 years"	"30-34"	375	1121764	33.4
	"Delaware"	"10"	"Drug-induced causes"	"D"	"35-39 years"	"35-39"	392	1164815	33.7
	"Delaware"	"10"	"Drug-induced causes"	"D"	"40-44 years"	"40-44"	377	1212904	31.1
	"Delaware"	"10"	"Drug-induced causes"	"D"	"45-49 years"	"45-49"	429	1244884	34.5
	"Delaware"	"10"	"Drug-induced causes"	"D"	"50-54 years"	"50-54"	349	1214815	28.7
	"Delaware"	"10"	"Drug-induced causes"	"D"	"55-59 years"	"55-59"	261	1113823	23.4
	"Delaware"	"10"	"Drug-induced causes"	"D"	"60-64 years "	"60-64"	97	975681	9.9
	"Delaware"	"10"	"Drug-induced causes"	"D"	"65-69 years"	"65-69"	40	830028	4.8
	"Delaware"	"10"	"Drug-induced causes"	"D"	"70-74 years"	"70-74"	27	655119	4.1
	"Delaware"	"10"	"Drug-induced causes"	"D"	"75-79 years"	"75-79"	17	489976	Unreliable
	"Delaware"	"10"	"Drug-induced causes"	"D"	"85-89 years"	"85-89"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"Alcohol-induced causes"	"A"	"25-29 years"	"25-29"	12	1162851	Unreliable
	"Delaware"	"10"	"Alcohol-induced causes"	"A"	"30-34 years"	"30-34"	31	1121764	2.8
	"Delaware"	"10"	"Alcohol-induced causes"	"A"	"35-39 years"	"35-39"	59	1164815	5.1
	"Delaware"	"10"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	142	1212904	11.7
	"Delaware"	"10"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	192	1244884	15.4
	"Delaware"	"10"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	262	1214815	21.6
	"Delaware"	"10"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	249	1113823	22.4
	"Delaware"	"10"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	166	975681	17.0
	"Delaware"	"10"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	131	830028	15.8
	"Delaware"	"10"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	76	655119	11.6
	"Delaware"	"10"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	46	489976	9.4
	"Delaware"	"10"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	19	338761	Unreliable
	"Delaware"	"10"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	1814	219858	825.1
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	232	873538	26.6
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"5-9 years"	"5-9"	140	1104575	12.7
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	173	1145319	15.1
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	623	1211200	51.4
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	913	1193508	76.5
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"25-29 years"	"25-29"	989	1162851	85.0
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"30-34 years"	"30-34"	1107	1121764	98.7
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"35-39 years"	"35-39"	1617	1164815	138.8
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"40-44 years"	"40-44"	2599	1212904	214.3
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"45-49 years"	"45-49"	3964	1244884	318.4
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"50-54 years"	"50-54"	5992	1214815	493.2
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"55-59 years"	"55-59"	7905	1113823	709.7
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"60-64 years "	"60-64"	9937	975681	1018.5
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"65-69 years"	"65-69"	12591	830028	1516.9
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"70-74 years"	"70-74"	15464	655119	2360.5
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"75-79 years"	"75-79"	19111	489976	3900.4
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"80-84 years"	"80-84"	21977	338761	6487.5
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"85-89 years"	"85-89"	21400	Not Applicable	Not Applicable
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"90-94 years"	"90-94"	14581	Not Applicable	Not Applicable
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"95-99 years"	"95-99"	5793	Not Applicable	Not Applicable
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"100+ years"	"100+"	1215	Not Applicable	Not Applicable
	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Drug-induced causes"	"D"	"20-24 years"	"20-24"	37	1120267	3.3
	"District of Columbia"	"11"	"Drug-induced causes"	"D"	"25-29 years"	"25-29"	72	1313350	5.5
	"District of Columbia"	"11"	"Drug-induced causes"	"D"	"30-34 years"	"30-34"	108	1179778	9.2
	"District of Columbia"	"11"	"Drug-induced causes"	"D"	"35-39 years"	"35-39"	208	949564	21.9
	"District of Columbia"	"11"	"Drug-induced causes"	"D"	"40-44 years"	"40-44"	269	811613	33.1
	"District of Columbia"	"11"	"Drug-induced causes"	"D"	"45-49 years"	"45-49"	392	771437	50.8
	"District of Columbia"	"11"	"Drug-induced causes"	"D"	"50-54 years"	"50-54"	492	744001	66.1
	"District of Columbia"	"11"	"Drug-induced causes"	"D"	"55-59 years"	"55-59"	417	672203	62.0
	"District of Columbia"	"11"	"Drug-induced causes"	"D"	"60-64 years "	"60-64"	268	562155	47.7
	"District of Columbia"	"11"	"Drug-induced causes"	"D"	"65-69 years"	"65-69"	127	434268	29.2
	"District of Columbia"	"11"	"Drug-induced causes"	"D"	"70-74 years"	"70-74"	34	332722	10.2
	"District of Columbia"	"11"	"Drug-induced causes"	"D"	"75-79 years"	"75-79"	22	262390	8.4
	"District of Columbia"	"11"	"Alcohol-induced causes"	"A"	"25-29 years"	"25-29"	15	1313350	Unreliable
	"District of Columbia"	"11"	"Alcohol-induced causes"	"A"	"30-34 years"	"30-34"	28	1179778	2.4
	"District of Columbia"	"11"	"Alcohol-induced causes"	"A"	"35-39 years"	"35-39"	72	949564	7.6
	"District of Columbia"	"11"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	118	811613	14.5
	"District of Columbia"	"11"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	216	771437	28.0
	"District of Columbia"	"11"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	288	744001	38.7
	"District of Columbia"	"11"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	293	672203	43.6
	"District of Columbia"	"11"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	263	562155	46.8
	"District of Columbia"	"11"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	165	434268	38.0
	"District of Columbia"	"11"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	92	332722	27.7
	"District of Columbia"	"11"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	47	262390	17.9
	"District of Columbia"	"11"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	22	196968	11.2
	"District of Columbia"	"11"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	1697	160716	1055.9
